ItemId,Category,Plan,Super.Category,Volume,ABClass
Product 3522,Sub Category 11,Region 1,Category 2,13.33,C
Product 3525,Sub Category 11,Region 1,Category 2,20.07,C
Product 3527,Sub Category 14,Region 1,Category 2,29.33,C
Product 353,Sub Category 14,Region 1,Category 2,0.11,C
Product 3530,Sub Category 13,Region 1,Category 2,49.33,C
Product 3535,Sub Category 14,Region 1,Category 2,240,B
Product 354,Sub Category 14,Region 1,Category 2,192.67,B
Product 3546,Sub Category 14,Region 1,Category 2,323.17,B
Product 3547,Sub Category 14,Region 1,Category 2,33.6,C
Product 355,Sub Category 14,Region 1,Category 2,7.23,C
Product 356,Sub Category 14,Region 1,Category 2,7,C
Product 3565,Sub Category 11,Region 1,Category 2,42,C
Product 3566,Sub Category 3,Region 1,Category 2,16,C
Product 3574,Sub Category 14,Region 1,Category 2,9,C
Product 3575,Sub Category 14,Region 1,Category 2,4.5,C
Product 358,Sub Category 14,Region 1,Category 2,8.4,C
Product 3581,Sub Category 14,Region 1,Category 2,5.33,C
Product 359,Sub Category 14,Region 1,Category 2,0.93,C
Product 3595,Sub Category 14,Region 1,Category 2,37.02,C
Product 3596,Sub Category 14,Region 1,Category 2,32.2,C
Product 3597,Sub Category 13,Region 1,Category 2,40,C
Product 361,Sub Category 14,Region 1,Category 2,58.33,C
Product 3612,Sub Category 8,Region 1,Category 2,60.67,C
Product 362,Sub Category 14,Region 1,Category 2,412,B
Product 363,Sub Category 14,Region 1,Category 2,767.67,A
Product 3630,Sub Category 9,Region 1,Category 2,182,B
Product 364,Sub Category 14,Region 1,Category 2,68,C
Product 3643,Sub Category 8,Region 1,Category 2,31.73,C
Product 3644,Sub Category 13,Region 1,Category 2,133.33,B
Product 3651,Sub Category 14,Region 1,Category 2,62,C
Product 3652,Sub Category 14,Region 1,Category 2,29.33,C
Product 3653,Sub Category 14,Region 1,Category 2,13.33,C
Product 367,Sub Category 14,Region 1,Category 2,91.78,B
Product 3676,Sub Category 14,Region 1,Category 2,341.33,B
Product 3677,Sub Category 8,Region 1,Category 2,17.33,C
Product 368,Sub Category 14,Region 1,Category 2,7.93,C
Product 369,Sub Category 3,Region 1,Category 2,57.33,C
Product 370,Sub Category 3,Region 1,Category 2,45.73,C
Product 3700,Sub Category 8,Region 1,Category 2,16,C
Product 3702,Sub Category 11,Region 1,Category 2,6.67,C
Product 3705,Sub Category 9,Region 1,Category 2,20,C
Product 3706,Sub Category 14,Region 1,Category 2,1.87,C
Product 3708,Sub Category 3,Region 1,Category 2,3.73,C
Product 3709,Sub Category 8,Region 1,Category 2,165.33,B
Product 371,Sub Category 3,Region 1,Category 2,2.02,C
Product 3710,Sub Category 8,Region 1,Category 2,158.67,B
Product 372,Sub Category 3,Region 1,Category 2,0.08,C
Product 373,Sub Category 3,Region 1,Category 2,2.8,C
Product 3733,Sub Category 14,Region 1,Category 2,2.67,C
Product 3735,Sub Category 14,Region 1,Category 2,13.33,C
Product 3737,Sub Category 14,Region 1,Category 2,114,B
Product 3738,Sub Category 13,Region 1,Category 2,6.67,C
Product 3739,Sub Category 14,Region 1,Category 2,1.4,C
Product 374,Sub Category 3,Region 1,Category 2,77.33,C
Product 375,Sub Category 3,Region 1,Category 2,27.44,C
Product 3772,Sub Category 11,Region 1,Category 2,64,C
Product 3774,Sub Category 14,Region 1,Category 2,20,C
Product 378,Sub Category 14,Region 1,Category 2,114.33,B
Product 379,Sub Category 14,Region 1,Category 2,76.07,C
Product 3793,Sub Category 14,Region 1,Category 2,470,B
Product 3794,Sub Category 14,Region 1,Category 2,433.78,B
Product 3795,Sub Category 13,Region 1,Category 2,243.56,B
Product 3798,Sub Category 14,Region 1,Category 2,298.67,B
Product 3799,Sub Category 3,Region 1,Category 2,5.6,C
Product 380,Sub Category 14,Region 1,Category 2,453.33,B
Product 3800,Sub Category 14,Region 1,Category 2,9.33,C
Product 3801,Sub Category 14,Region 1,Category 2,8.4,C
Product 382,Sub Category 14,Region 1,Category 2,48,C
Product 3826,Sub Category 3,Region 1,Category 2,5.33,C
Product 383,Sub Category 14,Region 1,Category 2,56,C
Product 384,Sub Category 14,Region 1,Category 2,24.27,C
Product 385,Sub Category 14,Region 1,Category 2,21,C
Product 386,Sub Category 14,Region 1,Category 2,4.67,C
Product 3891,Sub Category 14,Region 1,Category 2,197.33,B
Product 3892,Sub Category 14,Region 1,Category 2,1105.33,A
Product 390,Sub Category 14,Region 1,Category 2,52,C
Product 391,Sub Category 14,Region 1,Category 2,1964,A
Product 392,Sub Category 14,Region 1,Category 2,2551.11,A
Product 393,Sub Category 14,Region 1,Category 2,48,C
Product 3930,Sub Category 9,Region 1,Category 2,67.33,C
Product 3936,Sub Category 14,Region 1,Category 2,19.13,C
Product 3938,Sub Category 14,Region 1,Category 2,0.67,C
Product 3939,Sub Category 14,Region 1,Category 2,4.67,C
Product 394,Sub Category 14,Region 1,Category 2,550,A
Product 3940,Sub Category 14,Region 1,Category 2,84,C
Product 3941,Sub Category 14,Region 1,Category 2,70.67,C
Product 3948,Sub Category 14,Region 1,Category 2,13.33,C
Product 3949,Sub Category 14,Region 1,Category 2,98.67,B
Product 396,Sub Category 14,Region 1,Category 2,60.44,C
Product 3967,Sub Category 13,Region 1,Category 2,42,C
Product 3977,Sub Category 14,Region 1,Category 2,14.33,C
Product 398,Sub Category 14,Region 1,Category 2,31.27,C
Product 3983,Sub Category 12,Region 1,Category 2,5.33,C
Product 3987,Sub Category 11,Region 1,Category 2,2.33,C
Product 399,Sub Category 14,Region 1,Category 2,2.8,C
Product 3994,Sub Category 13,Region 1,Category 2,26.67,C
Product 3995,Sub Category 13,Region 1,Category 2,26.67,C
Product 3999,Sub Category 12,Region 1,Category 2,2,C
Product 4,Sub Category 11,Region 1,Category 2,12,C
Product 400,Sub Category 14,Region 1,Category 2,9.1,C
Product 4002,Sub Category 14,Region 1,Category 2,16,C
Product 4004,Sub Category 9,Region 1,Category 2,0.67,C
Product 401,Sub Category 14,Region 1,Category 2,159.33,B
Product 402,Sub Category 14,Region 1,Category 2,138.83,B
Product 403,Sub Category 14,Region 1,Category 2,0.62,C
Product 405,Sub Category 14,Region 1,Category 2,5.6,C
Product 406,Sub Category 14,Region 1,Category 2,7.39,C
Product 407,Sub Category 14,Region 1,Category 2,8.87,C
Product 4077,Sub Category 9,Region 1,Category 2,44,C
Product 408,Sub Category 14,Region 1,Category 2,15.87,C
Product 409,Sub Category 14,Region 1,Category 2,357.33,B
Product 4118,Sub Category 14,Region 1,Category 2,1.07,C
Product 412,Sub Category 14,Region 1,Category 2,25.67,C
Product 4126,Sub Category 3,Region 1,Category 2,128,B
Product 413,Sub Category 14,Region 1,Category 2,12.6,C
Product 414,Sub Category 14,Region 1,Category 2,32.67,C
Product 4148,Sub Category 14,Region 1,Category 2,30,C
Product 415,Sub Category 14,Region 1,Category 2,302.67,B
Product 4150,Sub Category 13,Region 1,Category 2,256,B
Product 4158,Sub Category 3,Region 1,Category 2,3.73,C
Product 416,Sub Category 14,Region 1,Category 2,102.89,B
Product 4160,Sub Category 14,Region 1,Category 2,21.44,C
Product 417,Sub Category 14,Region 1,Category 2,39,C
Product 4170,Sub Category 14,Region 1,Category 2,2.33,C
Product 4172,Sub Category 13,Region 1,Category 2,10.67,C
Product 4173,Sub Category 13,Region 1,Category 2,5.33,C
Product 4174,Sub Category 13,Region 1,Category 2,12,C
Product 4175,Sub Category 14,Region 1,Category 2,270.22,B
Product 418,Sub Category 9,Region 1,Category 2,14,C
Product 419,Sub Category 9,Region 1,Category 2,2.67,C
Product 420,Sub Category 12,Region 1,Category 2,5.33,C
Product 4204,Sub Category 14,Region 1,Category 2,76.67,C
Product 4205,Sub Category 14,Region 1,Category 2,26.67,C
Product 4214,Sub Category 14,Region 1,Category 2,2454,A
Product 4215,Sub Category 14,Region 1,Category 2,5315.33,A
Product 4216,Sub Category 14,Region 1,Category 2,5646.67,A
Product 4217,Sub Category 14,Region 1,Category 2,9.33,C
Product 422,Sub Category 12,Region 1,Category 2,40,C
Product 4222,Sub Category 14,Region 1,Category 2,0.93,C
Product 4223,Sub Category 14,Region 1,Category 2,1.4,C
Product 4224,Sub Category 14,Region 1,Category 2,12.6,C
Product 4225,Sub Category 8,Region 1,Category 2,14.67,C
Product 4232,Sub Category 11,Region 1,Category 2,8.4,C
Product 4233,Sub Category 11,Region 1,Category 2,2.33,C
Product 4234,Sub Category 11,Region 1,Category 2,5.6,C
Product 425,Sub Category 8,Region 1,Category 2,95.11,B
Product 4250,Sub Category 14,Region 1,Category 2,615.07,A
Product 4251,Sub Category 8,Region 1,Category 2,415.33,B
Product 426,Sub Category 8,Region 1,Category 2,6.07,C
Product 427,Sub Category 14,Region 1,Category 2,1421.33,A
Product 429,Sub Category 14,Region 1,Category 2,6172.78,A
Product 430,Sub Category 14,Region 1,Category 2,1834.67,A
Product 431,Sub Category 14,Region 1,Category 2,1320,A
Product 432,Sub Category 14,Region 1,Category 2,82.29,C
Product 4340,Sub Category 14,Region 1,Category 2,47.08,C
Product 4355,Sub Category 14,Region 1,Category 2,1.33,C
Product 4362,Sub Category 14,Region 1,Category 2,794.67,A
Product 4368,Sub Category 8,Region 1,Category 2,257.33,B
Product 437,Sub Category 13,Region 1,Category 2,32.89,C
Product 438,Sub Category 13,Region 1,Category 2,71.33,C
Product 4400,Sub Category 14,Region 1,Category 2,0.53,C
Product 444,Sub Category 13,Region 1,Category 2,17.27,C
Product 447,Sub Category 13,Region 1,Category 2,25.67,C
Product 450,Sub Category 13,Region 1,Category 2,7.47,C
Product 4501,Sub Category 14,Region 1,Category 2,0.53,C
Product 452,Sub Category 13,Region 1,Category 2,9.33,C
Product 454,Sub Category 13,Region 1,Category 2,237.22,B
Product 455,Sub Category 13,Region 1,Category 2,308.67,B
Product 465,Sub Category 8,Region 1,Category 2,7.78,C
Product 467,Sub Category 8,Region 1,Category 2,267.33,B
Product 468,Sub Category 8,Region 1,Category 2,0.53,C
Product 4773,Sub Category 14,Region 1,Category 2,211.56,B
Product 4795,Sub Category 13,Region 1,Category 2,8,C
Product 4820,Sub Category 9,Region 1,Category 2,1.4,C
Product 5,Sub Category 11,Region 1,Category 2,6,C
Product 503,Sub Category 3,Region 1,Category 2,35.47,C
Product 5116,Sub Category 13,Region 1,Category 2,2.13,C
Product 532,Sub Category 9,Region 1,Category 2,2.8,C
Product 533,Sub Category 9,Region 1,Category 2,5.6,C
Product 5362,Sub Category 9,Region 1,Category 2,5,C
Product 541,Sub Category 9,Region 1,Category 2,21.33,C
Product 542,Sub Category 9,Region 1,Category 2,24.89,C
Product 543,Sub Category 9,Region 1,Category 2,0.67,C
Product 544,Sub Category 9,Region 1,Category 2,15.67,C
Product 545,Sub Category 9,Region 1,Category 2,1.67,C
Product 5586,Sub Category 13,Region 1,Category 2,12.67,C
Product 5649,Sub Category 14,Region 1,Category 2,40,C
Product 5650,Sub Category 14,Region 1,Category 2,2100,A
Product 5651,Sub Category 14,Region 1,Category 2,2400,A
Product 5657,Sub Category 14,Region 1,Category 2,600,A
Product 5702,Sub Category 14,Region 1,Category 2,3738.67,A
Product 5798,Sub Category 13,Region 1,Category 2,2.5,C
Product 5854,Sub Category 14,Region 1,Category 2,0.53,C
Product 6,Sub Category 11,Region 1,Category 2,9.33,C
Product 6237,Sub Category 14,Region 1,Category 2,26.67,C
Product 6280,Sub Category 14,Region 1,Category 2,778.67,A
Product 6316,Sub Category 3,Region 1,Category 2,34.67,C
Product 6325,Sub Category 14,Region 1,Category 2,1030.67,A
Product 6397,Sub Category 14,Region 1,Category 2,400,B
Product 6398,Sub Category 14,Region 1,Category 2,500,B
Product 6731,Sub Category 3,Region 1,Category 2,0,C
Product 677,Sub Category 3,Region 1,Category 2,0.08,C
Product 6786,Sub Category 13,Region 1,Category 2,1.24,C
Product 6888,Sub Category 14,Region 1,Category 2,0.47,C
Product 7083,Sub Category 14,Region 1,Category 2,19.73,C
Product 7096,Sub Category 14,Region 1,Category 2,352,B
Product 7107,Sub Category 14,Region 1,Category 2,2.33,C
Product 7114,Sub Category 14,Region 1,Category 2,64,C
Product 7116,Sub Category 14,Region 1,Category 2,74.67,C
Product 7117,Sub Category 14,Region 1,Category 2,99.2,B
Product 7118,Sub Category 14,Region 1,Category 2,54.4,C
Product 7136,Sub Category 14,Region 1,Category 2,1.87,C
Product 7139,Sub Category 14,Region 1,Category 2,13.33,C
Product 7156,Sub Category 14,Region 1,Category 2,1802.67,A
Product 7163,Sub Category 11,Region 1,Category 2,2.8,C
Product 7165,Sub Category 9,Region 1,Category 2,67.33,C
Product 7166,Sub Category 9,Region 1,Category 2,107.56,B
Product 7167,Sub Category 9,Region 1,Category 2,3.33,C
Product 7168,Sub Category 8,Region 1,Category 2,60,C
Product 7169,Sub Category 9,Region 1,Category 2,8.67,C
Product 7170,Sub Category 9,Region 1,Category 2,22.67,C
Product 7171,Sub Category 9,Region 1,Category 2,13.33,C
Product 7172,Sub Category 9,Region 1,Category 2,26.67,C
Product 7173,Sub Category 14,Region 1,Category 2,14.67,C
Product 7174,Sub Category 14,Region 1,Category 2,1.33,C
Product 7175,Sub Category 14,Region 1,Category 2,3.33,C
Product 7176,Sub Category 9,Region 1,Category 2,23.33,C
Product 7177,Sub Category 13,Region 1,Category 2,89.33,C
Product 7178,Sub Category 13,Region 1,Category 2,40,C
Product 7179,Sub Category 13,Region 1,Category 2,55.33,C
Product 7180,Sub Category 13,Region 1,Category 2,60.67,C
Product 7182,Sub Category 14,Region 1,Category 2,6.67,C
Product 7204,Sub Category 14,Region 1,Category 2,0.23,C
Product 7240,Sub Category 8,Region 1,Category 2,44,C
Product 7311,Sub Category 9,Region 1,Category 2,238.93,B
Product 7336,Sub Category 9,Region 1,Category 2,4.67,C
Product 7364,Sub Category 14,Region 1,Category 2,0.47,C
Product 7365,Sub Category 14,Region 1,Category 2,0.47,C
Product 7375,Sub Category 14,Region 1,Category 2,500,B
Product 7394,Sub Category 14,Region 1,Category 2,2.33,C
Product 7436,Sub Category 13,Region 1,Category 2,53.33,C
Product 7437,Sub Category 14,Region 1,Category 2,90.67,B
Product 7438,Sub Category 14,Region 1,Category 2,5.33,C
Product 7439,Sub Category 13,Region 1,Category 2,9.33,C
Product 7440,Sub Category 14,Region 1,Category 2,126.22,B
Product 7441,Sub Category 14,Region 1,Category 2,788,A
Product 7451,Sub Category 11,Region 1,Category 2,41.33,C
Product 7534,Sub Category 14,Region 1,Category 2,4.67,C
Product 7590,Sub Category 14,Region 1,Category 2,14,C
Product 7595,Sub Category 14,Region 1,Category 2,548.44,B
Product 7597,Sub Category 14,Region 1,Category 2,10.67,C
Product 7598,Sub Category 9,Region 1,Category 2,4,C
Product 7762,Sub Category 14,Region 1,Category 2,1.4,C
Product 7763,Sub Category 14,Region 1,Category 2,0.93,C
Product 7765,Sub Category 11,Region 1,Category 2,3.33,C
Product 7771,Sub Category 14,Region 1,Category 2,1.4,C
Product 7787,Sub Category 14,Region 1,Category 2,3.33,C
Product 7792,Sub Category 14,Region 1,Category 2,4,C
Product 846,Sub Category 3,Region 1,Category 2,17.33,C
Product 847,Sub Category 3,Region 1,Category 2,4,C
Product 848,Sub Category 3,Region 1,Category 2,7.93,C
Product 849,Sub Category 3,Region 1,Category 2,7.93,C
Product 850,Sub Category 3,Region 1,Category 2,0.93,C
Product 884,Sub Category 9,Region 1,Category 2,0.78,C
Product 894,Sub Category 9,Region 1,Category 2,11.67,C
Product 897,Sub Category 9,Region 1,Category 2,6.67,C
Product 899,Sub Category 3,Region 1,Category 2,341.33,B
Product 900,Sub Category 3,Region 1,Category 2,4.2,C
Product 902,Sub Category 3,Region 1,Category 2,65.33,C
Product 903,Sub Category 3,Region 1,Category 2,14.67,C
Product 904,Sub Category 3,Region 1,Category 2,22.67,C
Product 905,Sub Category 3,Region 1,Category 2,9.33,C
Product 909,Sub Category 9,Region 1,Category 2,14.67,C
Product 911,Sub Category 9,Region 1,Category 2,83.07,C
Product 912,Sub Category 9,Region 1,Category 2,86,C
Product 915,Sub Category 9,Region 1,Category 2,120,B
Product 916,Sub Category 9,Region 1,Category 2,622.67,A
Product 917,Sub Category 9,Region 1,Category 2,182.67,B
Product 918,Sub Category 9,Region 1,Category 2,97.33,B
Product 920,Sub Category 9,Region 1,Category 2,418.56,B
Product 921,Sub Category 9,Region 1,Category 2,80,C
Product 923,Sub Category 9,Region 1,Category 2,857.42,A
Product 925,Sub Category 9,Region 1,Category 2,6.67,C
Product 926,Sub Category 9,Region 1,Category 2,4.89,C
Product 928,Sub Category 14,Region 1,Category 2,49.33,C
Product 929,Sub Category 14,Region 1,Category 2,10.67,C
Product 934,Sub Category 14,Region 1,Category 2,294.67,B
Product 935,Sub Category 14,Region 1,Category 2,714.22,A
Product 938,Sub Category 14,Region 1,Category 2,0.22,C
Product 943,Sub Category 14,Region 1,Category 2,1.87,C
Product 945,Sub Category 14,Region 1,Category 2,33,C
Product 946,Sub Category 11,Region 1,Category 2,206.67,B
Product 948,Sub Category 11,Region 1,Category 2,272,B
Product 949,Sub Category 11,Region 1,Category 2,760,A
Product 952,Sub Category 11,Region 1,Category 2,498,B
Product 957,Sub Category 11,Region 1,Category 2,252,B
Product 958,Sub Category 11,Region 1,Category 2,412,B
Product 960,Sub Category 11,Region 1,Category 2,315,B
Product 962,Sub Category 14,Region 1,Category 2,60,C
Product 967,Sub Category 13,Region 1,Category 2,82,C
Product 972,Sub Category 13,Region 1,Category 2,106,B
Product 973,Sub Category 13,Region 1,Category 2,56,C
Product 978,Sub Category 13,Region 1,Category 2,82.67,C
Product 979,Sub Category 13,Region 1,Category 2,61.33,C
Product 980,Sub Category 13,Region 1,Category 2,73.33,C
Product 987,Sub Category 14,Region 1,Category 2,18.67,C
Product 990,Sub Category 14,Region 1,Category 2,32.44,C
Product 992,Sub Category 14,Region 1,Category 2,141.33,B
Product 994,Sub Category 14,Region 1,Category 2,12.11,C
Product 997,Sub Category 14,Region 1,Category 2,16,C
Product 999,Sub Category 14,Region 1,Category 2,14,C
Product 1508,Sub Category 4,Region 1,Category 4,4.58,B
Product 1509,Sub Category 4,Region 1,Category 4,2,C
Product 1765,Sub Category 4,Region 1,Category 4,2,C
Product 1766,Sub Category 4,Region 1,Category 4,0.53,C
Product 1770,Sub Category 4,Region 1,Category 4,1,C
Product 1771,Sub Category 4,Region 1,Category 4,0.08,C
Product 1775,Sub Category 4,Region 1,Category 4,8.08,B
Product 1776,Sub Category 5,Region 1,Category 4,11,A
Product 1778,Sub Category 5,Region 1,Category 4,16,A
Product 1780,Sub Category 5,Region 1,Category 4,6,B
Product 1788,Sub Category 4,Region 1,Category 4,4.5,B
Product 1791,Sub Category 4,Region 1,Category 4,7,B
Product 1794,Sub Category 4,Region 1,Category 4,0.75,C
Product 1799,Sub Category 4,Region 1,Category 4,24.08,A
Product 2044,Sub Category 5,Region 1,Category 4,1,C
Product 2045,Sub Category 6,Region 1,Category 4,9.25,B
Product 2046,Sub Category 6,Region 1,Category 4,73.5,A
Product 2062,Sub Category 4,Region 1,Category 4,0.67,C
Product 2066,Sub Category 5,Region 1,Category 4,5,B
Product 2071,Sub Category 4,Region 1,Category 4,22,A
Product 2327,Sub Category 6,Region 1,Category 4,1.5,C
Product 2352,Sub Category 4,Region 1,Category 4,1,C
Product 2479,Sub Category 4,Region 1,Category 4,10.5,A
Product 2480,Sub Category 4,Region 1,Category 4,18.5,A
Product 2481,Sub Category 6,Region 1,Category 4,0.25,C
Product 2485,Sub Category 4,Region 1,Category 4,5,B
Product 249,Sub Category 4,Region 1,Category 4,0.17,C
