Category,ItemId,Plan,Super Category,Volume
Sub Category 14,Product 3206,Region 1,Category 2,2.02
Sub Category 14,Product 3202,Region 1,Category 2,1.87
Sub Category 14,Product 3208,Region 1,Category 2,85
Sub Category 14,Product 3247,Region 1,Category 2,304.67
Sub Category 14,Product 3204,Region 1,Category 2,0.62
Sub Category 14,Product 3205,Region 1,Category 2,0.93
Sub Category 14,Product 3237,Region 1,Category 2,1114.67
Sub Category 14,Product 3793,Region 1,Category 2,470
Sub Category 14,Product 4160,Region 1,Category 2,21.44
Sub Category 14,Product 4250,Region 1,Category 2,615.07
Sub Category 14,Product 7590,Region 1,Category 2,14
Sub Category 14,Product 7534,Region 1,Category 2,4.67
Sub Category 14,Product 414,Region 1,Category 2,32.67
Sub Category 14,Product 7139,Region 1,Category 2,13.33
Sub Category 14,Product 1383,Region 1,Category 2,16
Sub Category 14,Product 3317,Region 1,Category 2,0.93
Sub Category 14,Product 4773,Region 1,Category 2,211.56
Sub Category 14,Product 2465,Region 1,Category 2,1.17
Sub Category 14,Product 2475,Region 1,Category 2,109.22
Sub Category 14,Product 391,Region 1,Category 2,1964
Sub Category 14,Product 394,Region 1,Category 2,550
Sub Category 14,Product 392,Region 1,Category 2,2551.11
Sub Category 14,Product 3281,Region 1,Category 2,14.67
Sub Category 14,Product 396,Region 1,Category 2,60.44
Sub Category 14,Product 386,Region 1,Category 2,4.67
Sub Category 14,Product 3280,Region 1,Category 2,1.87
Sub Category 14,Product 384,Region 1,Category 2,24.27
Sub Category 14,Product 368,Region 1,Category 2,7.93
Sub Category 14,Product 346,Region 1,Category 2,6.07
Sub Category 14,Product 406,Region 1,Category 2,7.39
Sub Category 14,Product 402,Region 1,Category 2,138.83
Sub Category 14,Product 405,Region 1,Category 2,5.6
Sub Category 14,Product 403,Region 1,Category 2,0.62
Sub Category 14,Product 350,Region 1,Category 2,2.33
Sub Category 14,Product 347,Region 1,Category 2,19.6
Sub Category 14,Product 351,Region 1,Category 2,1.87
Sub Category 14,Product 348,Region 1,Category 2,3.27
Sub Category 14,Product 349,Region 1,Category 2,0.47
Sub Category 14,Product 359,Region 1,Category 2,0.93
Sub Category 14,Product 355,Region 1,Category 2,7.23
Sub Category 14,Product 358,Region 1,Category 2,8.4
Sub Category 14,Product 356,Region 1,Category 2,7
Sub Category 14,Product 429,Region 1,Category 2,6172.78
Sub Category 14,Product 431,Region 1,Category 2,1320
Sub Category 14,Product 344,Region 1,Category 2,136
Sub Category 14,Product 353,Region 1,Category 2,0.11
Sub Category 14,Product 352,Region 1,Category 2,2.89
Sub Category 14,Product 364,Region 1,Category 2,68
Sub Category 14,Product 401,Region 1,Category 2,159.33
Sub Category 14,Product 430,Region 1,Category 2,1834.67
Sub Category 14,Product 6280,Region 1,Category 2,778.67
Sub Category 14,Product 407,Region 1,Category 2,8.87
Sub Category 14,Product 6325,Region 1,Category 2,1030.67
Sub Category 14,Product 427,Region 1,Category 2,1421.33
Sub Category 14,Product 362,Region 1,Category 2,412
Sub Category 14,Product 354,Region 1,Category 2,192.67
Sub Category 14,Product 361,Region 1,Category 2,58.33
Sub Category 14,Product 409,Region 1,Category 2,357.33
Sub Category 14,Product 408,Region 1,Category 2,15.87
Sub Category 14,Product 378,Region 1,Category 2,114.33
Sub Category 14,Product 382,Region 1,Category 2,48
Sub Category 14,Product 3421,Region 1,Category 2,7.47
Sub Category 14,Product 3581,Region 1,Category 2,5.33
Sub Category 14,Product 432,Region 1,Category 2,82.29
Sub Category 14,Product 3595,Region 1,Category 2,37.02
Sub Category 14,Product 6888,Region 1,Category 2,0.47
Sub Category 14,Product 3423,Region 1,Category 2,32.67
Sub Category 14,Product 3596,Region 1,Category 2,32.2
Sub Category 14,Product 3424,Region 1,Category 2,108.44
Sub Category 14,Product 3425,Region 1,Category 2,49.78
Sub Category 14,Product 4170,Region 1,Category 2,2.33
Sub Category 14,Product 3949,Region 1,Category 2,98.67
Sub Category 14,Product 7204,Region 1,Category 2,0.23
Sub Category 14,Product 7364,Region 1,Category 2,0.47
Sub Category 14,Product 7365,Region 1,Category 2,0.47
Sub Category 14,Product 7394,Region 1,Category 2,2.33
Sub Category 14,Product 1644,Region 1,Category 2,17.33
Sub Category 14,Product 1161,Region 1,Category 2,1.5
Sub Category 14,Product 1171,Region 1,Category 2,0.16
Sub Category 14,Product 938,Region 1,Category 2,0.22
Sub Category 14,Product 928,Region 1,Category 2,49.33
Sub Category 14,Product 1050,Region 1,Category 2,197.33
Sub Category 14,Product 1059,Region 1,Category 2,8
Sub Category 14,Product 934,Region 1,Category 2,294.67
Sub Category 14,Product 1078,Region 1,Category 2,997.33
Sub Category 14,Product 1111,Region 1,Category 2,12.27
Sub Category 14,Product 1179,Region 1,Category 2,26.67
Sub Category 14,Product 1275,Region 1,Category 2,8
Sub Category 14,Product 4340,Region 1,Category 2,47.08
Sub Category 14,Product 1303,Region 1,Category 2,424
Sub Category 14,Product 945,Region 1,Category 2,33
Sub Category 14,Product 1152,Region 1,Category 2,249.33
Sub Category 14,Product 1646,Region 1,Category 2,28
Sub Category 14,Product 4355,Region 1,Category 2,1.33
Sub Category 14,Product 1099,Region 1,Category 2,8.17
Sub Category 14,Product 4362,Region 1,Category 2,794.67
Sub Category 14,Product 4501,Region 1,Category 2,0.53
Sub Category 14,Product 1038,Region 1,Category 2,229.33
Sub Category 14,Product 1172,Region 1,Category 2,148.09
Sub Category 14,Product 962,Region 1,Category 2,60
Sub Category 14,Product 1104,Region 1,Category 2,3.33
Sub Category 14,Product 1158,Region 1,Category 2,828.22
Sub Category 14,Product 1122,Region 1,Category 2,5.33
Sub Category 14,Product 1278,Region 1,Category 2,53.33
Sub Category 14,Product 943,Region 1,Category 2,1.87
Sub Category 14,Product 1299,Region 1,Category 2,5554
Sub Category 14,Product 5702,Region 1,Category 2,3738.67
Sub Category 14,Product 1119,Region 1,Category 2,131.33
Sub Category 14,Product 1206,Region 1,Category 2,8.67
Sub Category 14,Product 1204,Region 1,Category 2,40
Sub Category 14,Product 1205,Region 1,Category 2,7.33
Sub Category 14,Product 1210,Region 1,Category 2,1.4
Sub Category 14,Product 1063,Region 1,Category 2,57
Sub Category 14,Product 1069,Region 1,Category 2,16
Sub Category 14,Product 1132,Region 1,Category 2,25
Sub Category 14,Product 1136,Region 1,Category 2,11
Sub Category 14,Product 1083,Region 1,Category 2,92
Sub Category 14,Product 1118,Region 1,Category 2,18
Sub Category 14,Product 6237,Region 1,Category 2,26.67
Sub Category 14,Product 3527,Region 1,Category 2,29.33
Sub Category 14,Product 4118,Region 1,Category 2,1.07
Sub Category 14,Product 1065,Region 1,Category 2,1323.56
Sub Category 14,Product 1162,Region 1,Category 2,230
Sub Category 14,Product 1638,Region 1,Category 2,41.33
Sub Category 14,Product 1115,Region 1,Category 2,960.89
Sub Category 14,Product 1639,Region 1,Category 2,6.67
Sub Category 14,Product 1177,Region 1,Category 2,102.83
Sub Category 14,Product 1067,Region 1,Category 2,4828
Sub Category 14,Product 1076,Region 1,Category 2,252
Sub Category 14,Product 1100,Region 1,Category 2,26.33
Sub Category 14,Product 1203,Region 1,Category 2,208
Sub Category 14,Product 1277,Region 1,Category 2,111.33
Sub Category 14,Product 987,Region 1,Category 2,18.67
Sub Category 14,Product 1159,Region 1,Category 2,486
Sub Category 14,Product 3303,Region 1,Category 2,23
Sub Category 14,Product 3574,Region 1,Category 2,9
Sub Category 14,Product 3575,Region 1,Category 2,4.5
Sub Category 14,Product 1035,Region 1,Category 2,1253.33
Sub Category 14,Product 3297,Region 1,Category 2,34
Sub Category 14,Product 3307,Region 1,Category 2,0.93
Sub Category 14,Product 3304,Region 1,Category 2,0.93
Sub Category 14,Product 3676,Region 1,Category 2,341.33
Sub Category 14,Product 3794,Region 1,Category 2,433.78
Sub Category 14,Product 3733,Region 1,Category 2,2.67
Sub Category 14,Product 3735,Region 1,Category 2,13.33
Sub Category 14,Product 4175,Region 1,Category 2,270.22
Sub Category 14,Product 4204,Region 1,Category 2,76.67
Sub Category 14,Product 4205,Region 1,Category 2,26.67
Sub Category 14,Product 3977,Region 1,Category 2,14.33
Sub Category 14,Product 7114,Region 1,Category 2,64
Sub Category 14,Product 4214,Region 1,Category 2,2454
Sub Category 14,Product 4215,Region 1,Category 2,5315.33
Sub Category 14,Product 7116,Region 1,Category 2,74.67
Sub Category 14,Product 7117,Region 1,Category 2,99.2
Sub Category 14,Product 4216,Region 1,Category 2,5646.67
Sub Category 14,Product 4217,Region 1,Category 2,9.33
Sub Category 14,Product 7118,Region 1,Category 2,54.4
Sub Category 14,Product 4222,Region 1,Category 2,0.93
Sub Category 14,Product 4223,Region 1,Category 2,1.4
Sub Category 14,Product 4224,Region 1,Category 2,12.6
Sub Category 14,Product 7136,Region 1,Category 2,1.87
Sub Category 14,Product 7156,Region 1,Category 2,1802.67
Sub Category 14,Product 7437,Region 1,Category 2,90.67
Sub Category 14,Product 7595,Region 1,Category 2,548.44
Sub Category 14,Product 1087,Region 1,Category 2,3838.58
Sub Category 14,Product 1081,Region 1,Category 2,9574.33
Sub Category 14,Product 1048,Region 1,Category 2,45.87
Sub Category 14,Product 1150,Region 1,Category 2,135.08
Sub Category 14,Product 1142,Region 1,Category 2,25669.67
Sub Category 14,Product 1305,Region 1,Category 2,5131.89
Sub Category 14,Product 1309,Region 1,Category 2,260
Sub Category 14,Product 1097,Region 1,Category 2,4.27
Sub Category 14,Product 1106,Region 1,Category 2,13.44
Sub Category 14,Product 1109,Region 1,Category 2,7.5
Sub Category 14,Product 1157,Region 1,Category 2,128
Sub Category 14,Product 1276,Region 1,Category 2,2
Sub Category 14,Product 1312,Region 1,Category 2,132
Sub Category 14,Product 4400,Region 1,Category 2,0.53
Sub Category 14,Product 999,Region 1,Category 2,14
Sub Category 14,Product 1060,Region 1,Category 2,0.33
Sub Category 14,Product 935,Region 1,Category 2,714.22
Sub Category 14,Product 929,Region 1,Category 2,10.67
Sub Category 14,Product 1146,Region 1,Category 2,3175.42
Sub Category 14,Product 997,Region 1,Category 2,16
Sub Category 14,Product 1178,Region 1,Category 2,10.11
Sub Category 14,Product 1281,Region 1,Category 2,7
Sub Category 14,Product 1154,Region 1,Category 2,80
Sub Category 14,Product 1052,Region 1,Category 2,2.5
Sub Category 14,Product 990,Region 1,Category 2,32.44
Sub Category 14,Product 1051,Region 1,Category 2,2546.67
Sub Category 14,Product 1643,Region 1,Category 2,104.22
Sub Category 14,Product 1054,Region 1,Category 2,637
Sub Category 14,Product 1310,Region 1,Category 2,0.22
Sub Category 14,Product 994,Region 1,Category 2,12.11
Sub Category 14,Product 1207,Region 1,Category 2,928.78
Sub Category 14,Product 1015,Region 1,Category 2,2.08
Sub Category 14,Product 1160,Region 1,Category 2,40
Sub Category 14,Product 1107,Region 1,Category 2,9
Sub Category 14,Product 1155,Region 1,Category 2,4.27
Sub Category 14,Product 1126,Region 1,Category 2,5
Sub Category 14,Product 1096,Region 1,Category 2,23.47
Sub Category 14,Product 3472,Region 1,Category 2,12
Sub Category 14,Product 1080,Region 1,Category 2,12
Sub Category 14,Product 1039,Region 1,Category 2,16
Sub Category 14,Product 1091,Region 1,Category 2,8
Sub Category 14,Product 1148,Region 1,Category 2,280
Sub Category 14,Product 1084,Region 1,Category 2,22.67
Sub Category 14,Product 3301,Region 1,Category 2,312
Sub Category 14,Product 1042,Region 1,Category 2,494.11
Sub Category 14,Product 1064,Region 1,Category 2,41.33
Sub Category 14,Product 1133,Region 1,Category 2,56
Sub Category 14,Product 1120,Region 1,Category 2,132.22
Sub Category 14,Product 7107,Region 1,Category 2,2.33
Sub Category 14,Product 5854,Region 1,Category 2,0.53
Sub Category 14,Product 1300,Region 1,Category 2,916
Sub Category 14,Product 1301,Region 1,Category 2,2200
Sub Category 14,Product 7438,Region 1,Category 2,5.33
Sub Category 14,Product 1236,Region 1,Category 2,80
Sub Category 14,Product 1234,Region 1,Category 2,106.67
Sub Category 14,Product 3774,Region 1,Category 2,20
Sub Category 14,Product 1113,Region 1,Category 2,2.44
Sub Category 14,Product 3236,Region 1,Category 2,0.56
Sub Category 14,Product 1734,Region 1,Category 2,0.08
Sub Category 14,Product 1735,Region 1,Category 2,1.87
Sub Category 14,Product 1747,Region 1,Category 2,2406.67
Sub Category 14,Product 1743,Region 1,Category 2,433.07
Sub Category 14,Product 1742,Region 1,Category 2,201.13
Sub Category 14,Product 1750,Region 1,Category 2,2.8
Sub Category 14,Product 1751,Region 1,Category 2,1.4
Sub Category 14,Product 1746,Region 1,Category 2,77.5
Sub Category 14,Product 1744,Region 1,Category 2,26.5
Sub Category 14,Product 1745,Region 1,Category 2,2
Sub Category 14,Product 1749,Region 1,Category 2,28.47
Sub Category 14,Product 1748,Region 1,Category 2,48.07
Sub Category 14,Product 3331,Region 1,Category 2,44
Sub Category 14,Product 3332,Region 1,Category 2,12.67
Sub Category 14,Product 3651,Region 1,Category 2,62
Sub Category 14,Product 3652,Region 1,Category 2,29.33
Sub Category 14,Product 3653,Region 1,Category 2,13.33
Sub Category 14,Product 3891,Region 1,Category 2,197.33
Sub Category 14,Product 3892,Region 1,Category 2,1105.33
Sub Category 14,Product 7083,Region 1,Category 2,19.73
Sub Category 14,Product 3938,Region 1,Category 2,0.67
Sub Category 14,Product 3939,Region 1,Category 2,4.67
Sub Category 14,Product 3940,Region 1,Category 2,84
Sub Category 14,Product 3941,Region 1,Category 2,70.67
Sub Category 14,Product 7096,Region 1,Category 2,352
Sub Category 14,Product 3361,Region 1,Category 2,8.87
Sub Category 14,Product 2507,Region 1,Category 2,9
Sub Category 14,Product 3706,Region 1,Category 2,1.87
Sub Category 14,Product 228,Region 1,Category 2,80
Sub Category 14,Product 233,Region 1,Category 2,0.11
Sub Category 14,Product 7597,Region 1,Category 2,10.67
Sub Category 14,Product 363,Region 1,Category 2,767.67
Sub Category 14,Product 2469,Region 1,Category 2,1271.67
Sub Category 14,Product 992,Region 1,Category 2,141.33
Sub Category 14,Product 393,Region 1,Category 2,48
Sub Category 14,Product 3948,Region 1,Category 2,13.33
Sub Category 14,Product 416,Region 1,Category 2,102.89
Sub Category 14,Product 383,Region 1,Category 2,56
Sub Category 14,Product 415,Region 1,Category 2,302.67
Sub Category 14,Product 7440,Region 1,Category 2,126.22
Sub Category 14,Product 7441,Region 1,Category 2,788
Sub Category 14,Product 417,Region 1,Category 2,39
Sub Category 14,Product 398,Region 1,Category 2,31.27
Sub Category 14,Product 390,Region 1,Category 2,52
Sub Category 14,Product 400,Region 1,Category 2,9.1
Sub Category 14,Product 380,Region 1,Category 2,453.33
Sub Category 14,Product 412,Region 1,Category 2,25.67
Sub Category 14,Product 413,Region 1,Category 2,12.6
Sub Category 14,Product 399,Region 1,Category 2,2.8
Sub Category 14,Product 367,Region 1,Category 2,91.78
Sub Category 14,Product 3546,Region 1,Category 2,323.17
Sub Category 14,Product 379,Region 1,Category 2,76.07
Sub Category 14,Product 3547,Region 1,Category 2,33.6
Sub Category 14,Product 385,Region 1,Category 2,21
Sub Category 14,Product 7173,Region 1,Category 2,14.67
Sub Category 14,Product 7174,Region 1,Category 2,1.33
Sub Category 14,Product 7175,Region 1,Category 2,3.33
Sub Category 14,Product 7182,Region 1,Category 2,6.67
Sub Category 14,Product 5649,Region 1,Category 2,40
Sub Category 14,Product 5650,Region 1,Category 2,2100
Sub Category 14,Product 5651,Region 1,Category 2,2400
Sub Category 14,Product 5657,Region 1,Category 2,600
Sub Category 14,Product 3113,Region 1,Category 2,57
Sub Category 14,Product 3114,Region 1,Category 2,27.11
Sub Category 14,Product 6397,Region 1,Category 2,400
Sub Category 14,Product 6398,Region 1,Category 2,500
Sub Category 14,Product 3535,Region 1,Category 2,240
Sub Category 14,Product 7375,Region 1,Category 2,500
Sub Category 14,Product 3798,Region 1,Category 2,298.67
Sub Category 14,Product 1642,Region 1,Category 2,2.67
Sub Category 14,Product 1641,Region 1,Category 2,3.27
Sub Category 14,Product 3739,Region 1,Category 2,1.4
Sub Category 14,Product 4148,Region 1,Category 2,30
Sub Category 14,Product 1139,Region 1,Category 2,1085.33
Sub Category 14,Product 3126,Region 1,Category 2,850
Sub Category 14,Product 2277,Region 1,Category 2,1026.11
Sub Category 14,Product 1105,Region 1,Category 2,118
Sub Category 14,Product 2279,Region 1,Category 2,0.11
Sub Category 14,Product 1888,Region 1,Category 2,138.67
Sub Category 14,Product 1841,Region 1,Category 2,60
Sub Category 14,Product 1940,Region 1,Category 2,1.87
Sub Category 14,Product 3800,Region 1,Category 2,9.33
Sub Category 14,Product 3801,Region 1,Category 2,8.4
Sub Category 14,Product 3936,Region 1,Category 2,19.13
Sub Category 14,Product 4002,Region 1,Category 2,16
Sub Category 14,Product 7762,Region 1,Category 2,1.4
Sub Category 14,Product 7763,Region 1,Category 2,0.93
Sub Category 14,Product 2324,Region 1,Category 2,20
Sub Category 14,Product 2331,Region 1,Category 2,2
Sub Category 14,Product 2341,Region 1,Category 2,20
Sub Category 14,Product 7771,Region 1,Category 2,1.4
Sub Category 14,Product 7787,Region 1,Category 2,3.33
Sub Category 14,Product 7792,Region 1,Category 2,4
Sub Category 15,Product 629,Region 1,Category 1,3.5
Sub Category 15,Product 793,Region 1,Category 1,2.5
Sub Category 15,Product 795,Region 1,Category 1,0.5
Sub Category 15,Product 789,Region 1,Category 1,0.25
Sub Category 15,Product 1400,Region 1,Category 1,0.75
Sub Category 16,Product 2821,Region 1,Category 1,13
Sub Category 16,Product 2817,Region 1,Category 1,0.58
Sub Category 16,Product 2822,Region 1,Category 1,71
Sub Category 16,Product 2816,Region 1,Category 1,157.33
Sub Category 16,Product 2815,Region 1,Category 1,6.67
Sub Category 16,Product 2814,Region 1,Category 1,23
Sub Category 16,Product 2823,Region 1,Category 1,4
Sub Category 16,Product 2824,Region 1,Category 1,110
Sub Category 16,Product 3895,Region 1,Category 1,7
Sub Category 16,Product 3896,Region 1,Category 1,13
Sub Category 16,Product 177,Region 1,Category 1,32.89
Sub Category 16,Product 178,Region 1,Category 1,50.67
Sub Category 17,Product 1802,Region 1,Category 1,2.4
Sub Category 17,Product 1474,Region 1,Category 1,3.4
